question,final_answer,reasoning_summary,winner_provider,verified,entropy,disagreement,risk,concept_cluster,difficulty,subject,source
Find x if cos^(-1)(x)=tan^(-1)(1).,tan^(-1)(1).,"Used equation RHS fallback from prompt structure.
Final Answer: tan^(-1)(1).",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Find x if sin^(-1)(x)+sin^(-1)(1/2)=pi/2.,pi/2.,"Used equation RHS fallback from prompt structure.
Final Answer: pi/2.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Find x if cos^(-1)(x)+cos^(-1)(1/2)=pi.,pi.,"Used equation RHS fallback from prompt structure.
Final Answer: pi.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Find x if tan^(-1)(x)=cos^(-1)(1/2).,cos^(-1)(1/2).,"Used equation RHS fallback from prompt structure.
Final Answer: cos^(-1)(1/2).",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(1/2) in radians.,pi/6,"Deterministic inverse-trig evaluation.
Final Answer: pi/6",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(1/2).,pi/3,"Deterministic inverse-trig evaluation.
Final Answer: pi/3",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(1).,pi/4,"Deterministic inverse-trig evaluation.
Final Answer: pi/4",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(-1/2).,-pi/6,"Deterministic inverse-trig evaluation.
Final Answer: -pi/6",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(-1/2).,2*pi/3,"Deterministic inverse-trig evaluation.
Final Answer: 2*pi/3",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(-1).,-pi/4,"Deterministic inverse-trig evaluation.
Final Answer: -pi/4",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(0).,0.0000,"Deterministic inverse-trig evaluation.
Final Answer: 0.0000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(0).,pi/2,"Deterministic inverse-trig evaluation.
Final Answer: pi/2",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(0).,0.0000,"Deterministic inverse-trig evaluation.
Final Answer: 0.0000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(1).,pi/2,"Deterministic inverse-trig evaluation.
Final Answer: pi/2",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(-1).,pi,"Deterministic inverse-trig evaluation.
Final Answer: pi",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(sqrt(3)).,pi/3,"Deterministic inverse-trig evaluation.
Final Answer: pi/3",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(1/sqrt(3)).,pi/6,"Deterministic inverse-trig evaluation.
Final Answer: pi/6",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sqrt(3)/2).,pi/3,"Deterministic inverse-trig evaluation.
Final Answer: pi/3",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(sqrt(2)/2).,pi/4,"Deterministic inverse-trig evaluation.
Final Answer: pi/4",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(-sqrt(2)/2).,-pi/4,"Deterministic inverse-trig evaluation.
Final Answer: -pi/4",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(-sqrt(2)/2).,3*pi/4,"Deterministic inverse-trig evaluation.
Final Answer: 3*pi/4",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(sqrt(3)/3).,pi/6,"Deterministic inverse-trig evaluation.
Final Answer: pi/6",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sqrt(3)/2) + cos^(-1)(1/2).,2*pi/3,"Deterministic inverse-trig evaluation.
Final Answer: 2*pi/3",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(1/2) + cos^(-1)(1/2).,pi/2,"Deterministic inverse-trig evaluation.
Final Answer: pi/2",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(x) at x=1/sqrt(2).,pi/4,"Deterministic inverse-trig evaluation.
Final Answer: pi/4",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(x) at x=-1/sqrt(2).,3*pi/4,"Deterministic inverse-trig evaluation.
Final Answer: 3*pi/4",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(x) at x=-sqrt(3).,-pi/3,"Deterministic inverse-trig evaluation.
Final Answer: -pi/3",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(-1).,-pi/2,"Deterministic inverse-trig evaluation.
Final Answer: -pi/2",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(1).,0.0000,"Deterministic inverse-trig evaluation.
Final Answer: 0.0000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(-inf).,-pi/2,"Deterministic inverse-trig evaluation.
Final Answer: -pi/2",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(1/sqrt(2)) + sin^(-1)(1/sqrt(2)).,pi/2,"Deterministic inverse-trig evaluation.
Final Answer: pi/2",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate cos^(-1)(1/2) - sin^(-1)(1/2).,pi/6,"Deterministic inverse-trig evaluation.
Final Answer: pi/6",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(1/x) at x=1.,pi/4,"Deterministic inverse-trig evaluation.
Final Answer: pi/4",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(1) + tan^(-1)(1).,pi/2,"Deterministic inverse-trig evaluation.
Final Answer: pi/2",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(1/2) + tan^(-1)(1/3).,0.785398,"Deterministic inverse-trig evaluation.
Final Answer: 0.785398",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(2) + tan^(-1)(1/3).,1.428899,"Deterministic inverse-trig evaluation.
Final Answer: 1.428899",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(1) - tan^(-1)(1/2).,-atan(1/2) + pi/4,"Deterministic inverse-trig evaluation.
Final Answer: -atan(1/2) + pi/4",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate 2tan^(-1)(1).,pi/2,"Deterministic inverse-trig evaluation.
Final Answer: pi/2",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(1/2) + sin^(-1)(sqrt(3)/2).,pi/2,"Deterministic inverse-trig evaluation.
Final Answer: pi/2",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate cos^(-1)(1/2) + cos^(-1)(-1/2).,pi,"Deterministic inverse-trig evaluation.
Final Answer: pi",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(1/2) - cos^(-1)(1/2).,-pi/6,"Deterministic inverse-trig evaluation.
Final Answer: -pi/6",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(x)+tan^(-1)(1/x) at x=2.,1.570796,"Deterministic inverse-trig evaluation.
Final Answer: 1.570796",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(x)+tan^(-1)(1/x) at x=-2.,-1.570796,"Deterministic inverse-trig evaluation.
Final Answer: -1.570796",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin(2 sin^(-1)(1/2)).,0.866025,"Deterministic inverse-trig evaluation.
Final Answer: 0.866025",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos(2 cos^(-1)(1/2)).,-0.5000,"Deterministic inverse-trig evaluation.
Final Answer: -0.5000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan(2 tan^(-1)(1/2)).,1.333333,"Deterministic inverse-trig evaluation.
Final Answer: 1.333333",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(1/2) + cos^(-1)(sqrt(3)/2).,pi/3,"Deterministic inverse-trig evaluation.
Final Answer: pi/3",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate cos^(-1)(1/2) - sin^(-1)(sqrt(3)/2).,0.0000,"Deterministic inverse-trig evaluation.
Final Answer: 0.0000",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(sqrt(3)) - tan^(-1)(1).,pi/12,"Deterministic inverse-trig evaluation.
Final Answer: pi/12",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(1/2) + tan^(-1)(1/sqrt(3)).,pi/3,"Deterministic inverse-trig evaluation.
Final Answer: pi/3",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate cos^(-1)(sqrt(2)/2) + tan^(-1)(1).,pi/2,"Deterministic inverse-trig evaluation.
Final Answer: pi/2",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(1/sqrt(2)) - tan^(-1)(1).,0.0000,"Deterministic inverse-trig evaluation.
Final Answer: 0.0000",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(sqrt(3)) + cos^(-1)(1/2).,2*pi/3,"Deterministic inverse-trig evaluation.
Final Answer: 2*pi/3",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(x)+sin^(-1)(x) at x=1/2.,pi/3,"Deterministic inverse-trig evaluation.
Final Answer: pi/3",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(x)-tan^(-1)(-x) at x=2.,2.214297,"Deterministic inverse-trig evaluation.
Final Answer: 2.214297",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate sin^(-1)(1/2) + sin^(-1)(1/3).,asin(1/3) + pi/6,"Deterministic inverse-trig evaluation.
Final Answer: asin(1/3) + pi/6",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(1/2) + tan^(-1)(2).,1.570796,"Deterministic inverse-trig evaluation.
Final Answer: 1.570796",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(3) - tan^(-1)(1).,-pi/4 + atan(3),"Deterministic inverse-trig evaluation.
Final Answer: -pi/4 + atan(3)",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sin(pi/3)).,pi/3,"Deterministic inverse-trig evaluation.
Final Answer: pi/3",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sin(5*pi/6)).,pi/6,"Deterministic inverse-trig evaluation.
Final Answer: pi/6",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(cos(5*pi/6)).,5*pi/6,"Deterministic inverse-trig evaluation.
Final Answer: 5*pi/6",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(cos(7*pi/6)).,5*pi/6,"Deterministic inverse-trig evaluation.
Final Answer: 5*pi/6",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(tan(3*pi/4)).,-pi/4,"Deterministic inverse-trig evaluation.
Final Answer: -pi/4",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(tan(5*pi/4)).,pi/4,"Deterministic inverse-trig evaluation.
Final Answer: pi/4",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin(sin^(-1)(1/2)).,0.5000,"Deterministic inverse-trig evaluation.
Final Answer: 0.5000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos(cos^(-1)(1/2)).,0.5000,"Deterministic inverse-trig evaluation.
Final Answer: 0.5000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan(tan^(-1)(1/2)).,0.5000,"Deterministic inverse-trig evaluation.
Final Answer: 0.5000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sin(-pi/3)).,-pi/3,"Deterministic inverse-trig evaluation.
Final Answer: -pi/3",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(cos(-pi/3)).,pi/3,"Deterministic inverse-trig evaluation.
Final Answer: pi/3",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(tan(-3*pi/4)).,pi/4,"Deterministic inverse-trig evaluation.
Final Answer: pi/4",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sin(4*pi/3)).,-pi/3,"Deterministic inverse-trig evaluation.
Final Answer: -pi/3",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(cos(4*pi/3)).,2*pi/3,"Deterministic inverse-trig evaluation.
Final Answer: 2*pi/3",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(tan(7*pi/4)).,-pi/4,"Deterministic inverse-trig evaluation.
Final Answer: -pi/4",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sin(3*pi/2)).,-pi/2,"Deterministic inverse-trig evaluation.
Final Answer: -pi/2",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(cos(3*pi/2)).,pi/2,"Deterministic inverse-trig evaluation.
Final Answer: pi/2",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate tan^(-1)(tan(pi)).,0.0000,"Deterministic inverse-trig evaluation.
Final Answer: 0.0000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate sin^(-1)(sin(2*pi/3)).,pi/3,"Deterministic inverse-trig evaluation.
Final Answer: pi/3",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate cos^(-1)(cos(2*pi/3)).,2*pi/3,"Deterministic inverse-trig evaluation.
Final Answer: 2*pi/3",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Solve sin^(-1)(x)=pi/6. Find x.,0.5000,"Deterministic inverse-trig equation solving.
Final Answer: 0.5000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Solve cos^(-1)(x)=pi/3. Find x.,0.5000,"Deterministic inverse-trig equation solving.
Final Answer: 0.5000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Solve tan^(-1)(x)=pi/4. Find x.,1.0000,"Deterministic inverse-trig equation solving.
Final Answer: 1.0000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Solve sin^(-1)(x)=-pi/6. Find x.,-0.5000,"Deterministic inverse-trig equation solving.
Final Answer: -0.5000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Solve cos^(-1)(x)=2*pi/3. Find x.,-0.5000,"Deterministic inverse-trig equation solving.
Final Answer: -0.5000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Solve tan^(-1)(x)=-pi/4. Find x.,-1.0000,"Deterministic inverse-trig equation solving.
Final Answer: -1.0000",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Find x if sin^(-1)(x)+cos^(-1)(x)=pi.,no real solution,"Deterministic inverse-trig equation solving.
Final Answer: no real solution",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Find x if tan^(-1)(x)+tan^(-1)(1/x)=pi/2 and x>0.,all real x > 0,"Deterministic inverse-trig equation solving.
Final Answer: all real x > 0",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Find x if sin^(-1)(x)=cos^(-1)(x).,0.707107,"Deterministic inverse-trig equation solving.
Final Answer: 0.707107",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Find x if tan^(-1)(x)=sin^(-1)(1/2).,0.57735,"Deterministic inverse-trig equation solving.
Final Answer: 0.57735",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Find x if cos^(-1)(x)=tan^(-1)(1).,0.707107,"Deterministic inverse-trig equation solving.
Final Answer: 0.707107",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Find x if cos^(-1)(x)+cos^(-1)(1/2)=pi.,-0.5000,"Deterministic inverse-trig equation solving.
Final Answer: -0.5000",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Find x if tan^(-1)(x)=cos^(-1)(1/2).,1.732051,"Deterministic inverse-trig equation solving.
Final Answer: 1.732051",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Evaluate tan^(-1)(inf) (limit).,pi/2,"Deterministic inverse-trig evaluation.
Final Answer: pi/2",mini,False,1.0,0.0,1.0,calculus|trigonometry,medium,math,solver_debug
Evaluate ∫ dx/(√(1−x^2)) from 0 to 1/2.,0.5,"Parsed arithmetic expression `1/2` and evaluated directly.
Final Answer: 0.5",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(1+x^2) from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(x√(x^2−1)) from 2 to 3.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(√(a^2−x^2)) from 0 to a/2 (a=2).,2).,"Used equation RHS fallback from prompt structure.
Final Answer: 2).",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ 1/(1+x^2) dx from 0 to √3.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(√(4−x^2)) from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(x^2+4) from 0 to 2.,6,"Parsed arithmetic expression `2+4` and evaluated directly.
Final Answer: 6",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(√(9−x^2)) from 0 to 3/2.,1.5,"Parsed arithmetic expression `3/2` and evaluated directly.
Final Answer: 1.5",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(1+4x^2) from 0 to 1.,5,"Parsed arithmetic expression `1+4` and evaluated directly.
Final Answer: 5",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(√(1−4x^2)) from 0 to 1/4.,0.25,"Parsed arithmetic expression `1/4` and evaluated directly.
Final Answer: 0.25",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ x/(√(1−x^2)) dx from 0 to 1/2.,0.5,"Parsed arithmetic expression `1/2` and evaluated directly.
Final Answer: 0.5",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ x/(1+x^2) dx from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(x^2+9) from 0 to 3.,11,"Parsed arithmetic expression `2+9` and evaluated directly.
Final Answer: 11",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(√(16−x^2)) from 0 to 2.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(x√(x^2−4)) from 3 to 4.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(1+9x^2) from 0 to 1.,10,"Parsed arithmetic expression `1+9` and evaluated directly.
Final Answer: 10",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(√(25−x^2)) from 0 to 5/2.,2.5,"Parsed arithmetic expression `5/2` and evaluated directly.
Final Answer: 2.5",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ dx/(1+x^2) from 0 to tan(π/6).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate ∫ dx/(√(1−x^2)) from 0 to sin(π/6).,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate ∫ dx/(1+x^2) from 0 to 1/√3.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Differentiate sin^(-1)(2x) at x=1/4.,1/4.,"Used equation RHS fallback from prompt structure.
Final Answer: 1/4.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate cos^(-1)(x^2) at x=1/2.,0.5,"Parsed arithmetic expression `1/2` and evaluated directly.
Final Answer: 0.5",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate tan^(-1)(3x) at x=1.,1.,"Used equation RHS fallback from prompt structure.
Final Answer: 1.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate sin^(-1)(√x) at x=1/4.,0.25,"Parsed arithmetic expression `1/4` and evaluated directly.
Final Answer: 0.25",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate tan^(-1)(x^2) at x=1.,1.,"Used equation RHS fallback from prompt structure.
Final Answer: 1.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate sin^(-1)(x/(1+x^2)) at x=1.,1.,"Used equation RHS fallback from prompt structure.
Final Answer: 1.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Differentiate cos^(-1)(2x−1) at x=1/2.,1/2.,"Used equation RHS fallback from prompt structure.
Final Answer: 1/2.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate tan^(-1)(√x) at x=1.,1.,"Used equation RHS fallback from prompt structure.
Final Answer: 1.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate sin^(-1)(x^2) at x=1/2.,0.5,"Parsed arithmetic expression `1/2` and evaluated directly.
Final Answer: 0.5",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate cos^(-1)(√(1−x^2)) at x=1/2.,0.5,"Parsed arithmetic expression `1/2` and evaluated directly.
Final Answer: 0.5",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Find d/dx [sin^(-1)(x)+cos^(-1)(x)] at x=1/3.,0.3333333333333333,"Parsed arithmetic expression `1/3` and evaluated directly.
Final Answer: 0.3333333333333333",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Differentiate tan^(-1)(1/x) at x=1.,1.,"Used equation RHS fallback from prompt structure.
Final Answer: 1.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate sin^(-1)(sin x) at x=π/6.,π/6.,"Used equation RHS fallback from prompt structure.
Final Answer: π/6.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate cos^(-1)(cos x) at x=π/3.,π/3.,"Used equation RHS fallback from prompt structure.
Final Answer: π/3.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate tan^(-1)(tan x) at x=π/4.,π/4.,"Used equation RHS fallback from prompt structure.
Final Answer: π/4.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate sin^(-1)(2x√(1−x^2)) at x=1/2.,1/2.,"Used equation RHS fallback from prompt structure.
Final Answer: 1/2.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate tan^(-1)((2x)/(1−x^2)) at x=1/2.,1/2.,"Used equation RHS fallback from prompt structure.
Final Answer: 1/2.",mini,False,1.0,0.0,1.0,trigonometry,medium,math,solver_debug
Differentiate sin^(-1)(1−2x^2) at x=1/2.,1/2.,"Used equation RHS fallback from prompt structure.
Final Answer: 1/2.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate cos^(-1)(1−2x^2) at x=1/2.,1/2.,"Used equation RHS fallback from prompt structure.
Final Answer: 1/2.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Differentiate tan^(-1)((1−x)/(1+x)) at x=0.,0.,"Used equation RHS fallback from prompt structure.
Final Answer: 0.",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate ∫ x·sin^(-1)(x) dx from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate ∫ x·tan^(-1)(x) dx from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate ∫ sin^(-1)(x) dx from 0 to 1/2.,0.5,"Parsed arithmetic expression `1/2` and evaluated directly.
Final Answer: 0.5",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate ∫ tan^(-1)(x) dx from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Linear Equations: Solve by isolating variables and preserving equality across operations.
Final Answer: 0",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate ∫ cos^(-1)(x) dx from 0 to 1/2.,0.5,"Parsed arithmetic expression `1/2` and evaluated directly.
Final Answer: 0.5",mini,False,1.0,0.0,1.0,trigonometry,easy,math,solver_debug
Evaluate ∫ x^2/(√(1−x^2)) dx from 0 to 1/2.,0.5,"Parsed arithmetic expression `1/2` and evaluated directly.
Final Answer: 0.5",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
Evaluate ∫ x^2/(1+x^2) dx from 0 to 1.,0,"Applied retrieval-guided heuristic reasoning. Key hint: Quadratic Equations: Use factoring, completing square, or formula. Verify extraneous roots.
Final Answer: 0",mini,False,1.0,0.0,1.0,general,easy,general,solver_debug
